video_id,title,description
CGDgu8QT0hA,Covid-19 EDA 05,"📚 MLB06 — Python Data Analysis — Covid-19 EDA 05

In this video, we cover Covid-19 EDA 05 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:10

🔄 Previous: Covid-19 EDA 04 — https://www.youtube.com/watch?v=xEIPv3YjnFs
➡️ Next: Airbnb EDA 01 — https://www.youtube.com/watch?v=PWUQqtbHexo

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PWUQqtbHexo,Airbnb EDA 01,"📚 MLB06 — Python Data Analysis — Airbnb EDA 01

In this video, we cover Airbnb EDA 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:37

🔄 Previous: Covid-19 EDA 05 — https://www.youtube.com/watch?v=CGDgu8QT0hA
➡️ Next: Airbnb EDA 02 — https://www.youtube.com/watch?v=X6U-h1hgYlk

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
X6U-h1hgYlk,Airbnb EDA 02,"📚 MLB06 — Python Data Analysis — Airbnb EDA 02

In this video, we cover Airbnb EDA 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 12:10

🔄 Previous: Airbnb EDA 01 — https://www.youtube.com/watch?v=PWUQqtbHexo
➡️ Next: Airbnb EDA 03 — https://www.youtube.com/watch?v=PzieTNO-HS8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PzieTNO-HS8,Airbnb EDA 03,"📚 MLB06 — Python Data Analysis — Airbnb EDA 03

In this video, we cover Airbnb EDA 03 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:45

🔄 Previous: Airbnb EDA 02 — https://www.youtube.com/watch?v=X6U-h1hgYlk
➡️ Next: Airbnb EDA 04 — https://www.youtube.com/watch?v=PSUfpIpxrrE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PSUfpIpxrrE,Airbnb EDA 04,"📚 MLB06 — Python Data Analysis — Airbnb EDA 04

In this video, we cover Airbnb EDA 04 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:14

🔄 Previous: Airbnb EDA 03 — https://www.youtube.com/watch?v=PzieTNO-HS8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
uiQSpas0nxg,Intro to Streamlit,"📚 MLB07 — Streamlit — Intro to Streamlit

In this video, we cover Intro to Streamlit as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:06

➡️ Next: Streamlit Demo App — https://www.youtube.com/watch?v=Y5B1gXOnK-E

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Y5B1gXOnK-E,Streamlit Demo App,"📚 MLB07 — Streamlit — Streamlit Demo App

In this video, we cover Streamlit Demo App as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 15:28

🔄 Previous: Intro to Streamlit — https://www.youtube.com/watch?v=uiQSpas0nxg
➡️ Next: Streamlit App Deployment — https://www.youtube.com/watch?v=6BliJb_rGKQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
6BliJb_rGKQ,Streamlit App Deployment,"📚 MLB07 — Streamlit — Streamlit App Deployment

In this video, we cover Streamlit App Deployment as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:17

🔄 Previous: Streamlit Demo App — https://www.youtube.com/watch?v=Y5B1gXOnK-E
➡️ Next: Streamlit Widgets 01 — https://www.youtube.com/watch?v=jaOyhRjAa-Q

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
jaOyhRjAa-Q,Streamlit Widgets 01,"📚 MLB07 — Streamlit — Streamlit Widgets 01

In this video, we cover Streamlit Widgets 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:09

🔄 Previous: Streamlit App Deployment — https://www.youtube.com/watch?v=6BliJb_rGKQ
➡️ Next: Streamlit Widgets 02 — https://www.youtube.com/watch?v=Y21PdjFJUEc

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Y21PdjFJUEc,Streamlit Widgets 02,"📚 MLB07 — Streamlit — Streamlit Widgets 02

In this video, we cover Streamlit Widgets 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:51

🔄 Previous: Streamlit Widgets 01 — https://www.youtube.com/watch?v=jaOyhRjAa-Q
➡️ Next: Streamlit Multiple Features — https://www.youtube.com/watch?v=4klBpOlgE0k

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
4klBpOlgE0k,Streamlit Multiple Features,"📚 MLB07 — Streamlit — Streamlit Multiple Features

In this video, we cover Streamlit Multiple Features as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:31

🔄 Previous: Streamlit Widgets 02 — https://www.youtube.com/watch?v=Y21PdjFJUEc
➡️ Next: Streamlit Covid-19 App — https://www.youtube.com/watch?v=9Ksc7VFcflQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
9Ksc7VFcflQ,Streamlit Covid-19 App,"📚 MLB07 — Streamlit — Streamlit Covid-19 App

In this video, we cover Streamlit Covid-19 App as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 13:41

🔄 Previous: Streamlit Multiple Features — https://www.youtube.com/watch?v=4klBpOlgE0k
➡️ Next: Streamlit Covid-19 App Deployment — https://www.youtube.com/watch?v=pi3Eon_0M6A

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
pi3Eon_0M6A,Streamlit Covid-19 App Deployment,"📚 MLB07 — Streamlit — Streamlit Covid-19 App Deployment

In this video, we cover Streamlit Covid-19 App Deployment as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/07-streamlit
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:58

🔄 Previous: Streamlit Covid-19 App — https://www.youtube.com/watch?v=9Ksc7VFcflQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
r3AFGzxo9WA,Intro,"📚 MLB08 — Data Preprocessing and Feature Engineering — Intro

In this video, we cover Intro as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 2:14

➡️ Next: Data Exploration — https://www.youtube.com/watch?v=eU2bKb4k4QA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
eU2bKb4k4QA,Data Exploration,"📚 MLB08 — Data Preprocessing and Feature Engineering — Data Exploration

In this video, we cover Data Exploration as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 30:43

🔄 Previous: Intro — https://www.youtube.com/watch?v=r3AFGzxo9WA
➡️ Next: Data Cleaning & Feature Engineering — https://www.youtube.com/watch?v=aQT94W3g5EI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
aQT94W3g5EI,Data Cleaning & Feature Engineering,"📚 MLB08 — Data Preprocessing and Feature Engineering — Data Cleaning & Feature Engineering

In this video, we cover Data Cleaning & Feature Engineering as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 36:19

🔄 Previous: Data Exploration — https://www.youtube.com/watch?v=eU2bKb4k4QA
➡️ Next: Missing Values Handling — https://www.youtube.com/watch?v=uySiXcRf_EI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
uySiXcRf_EI,Missing Values Handling,"📚 MLB08 — Data Preprocessing and Feature Engineering — Missing Values Handling

In this video, we cover Missing Values Handling as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 51:58

🔄 Previous: Data Cleaning & Feature Engineering — https://www.youtube.com/watch?v=aQT94W3g5EI
➡️ Next: Outliers Handling — https://www.youtube.com/watch?v=GLDygHhQx-Y

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
GLDygHhQx-Y,Outliers Handling,"📚 MLB08 — Data Preprocessing and Feature Engineering — Outliers Handling

In this video, we cover Outliers Handling as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 30:31

🔄 Previous: Missing Values Handling — https://www.youtube.com/watch?v=uySiXcRf_EI
➡️ Next: Numerical Feature Scaling — https://www.youtube.com/watch?v=N8JxVVR1CVE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
N8JxVVR1CVE,Numerical Feature Scaling,"📚 MLB08 — Data Preprocessing and Feature Engineering — Numerical Feature Scaling

In this video, we cover Numerical Feature Scaling as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:43

🔄 Previous: Outliers Handling — https://www.youtube.com/watch?v=GLDygHhQx-Y
➡️ Next: Numerical Features Transformations — https://www.youtube.com/watch?v=7MJIZcEO62s

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
7MJIZcEO62s,Numerical Features Transformations,"📚 MLB08 — Data Preprocessing and Feature Engineering — Numerical Features Transformations

In this video, we cover Numerical Features Transformations as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 20:37

🔄 Previous: Numerical Feature Scaling — https://www.youtube.com/watch?v=N8JxVVR1CVE
➡️ Next: Categorical Feature Handling — https://www.youtube.com/watch?v=xnSPCW76OE4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
xnSPCW76OE4,Categorical Feature Handling,"📚 MLB08 — Data Preprocessing and Feature Engineering — Categorical Feature Handling

In this video, we cover Categorical Feature Handling as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 28:45

🔄 Previous: Numerical Features Transformations — https://www.youtube.com/watch?v=7MJIZcEO62s
➡️ Next: Full Pipeline — https://www.youtube.com/watch?v=TWXio0UcOQE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
TWXio0UcOQE,Full Pipeline,"📚 MLB08 — Data Preprocessing and Feature Engineering — Full Pipeline

In this video, we cover Full Pipeline as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:20

🔄 Previous: Categorical Feature Handling — https://www.youtube.com/watch?v=xnSPCW76OE4
➡️ Next: What Is Next — https://www.youtube.com/watch?v=goPhCCkmNUk

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
goPhCCkmNUk,What Is Next,"📚 MLB08 — Data Preprocessing and Feature Engineering — What Is Next

In this video, we cover What Is Next as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/08-data_preprocessing_and_feature_engineering
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:32

🔄 Previous: Full Pipeline — https://www.youtube.com/watch?v=TWXio0UcOQE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Ei43H7ffnrU,Intro to Machine Learning,"📚 MLB09 — Python Machine Learning — Intro to Machine Learning

In this video, we cover Intro to Machine Learning as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 19:47

➡️ Next: Intro to Machine Learning 2 — https://www.youtube.com/watch?v=MqWy0GjhC5M

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
MqWy0GjhC5M,Intro to Machine Learning 2,"📚 MLB09 — Python Machine Learning — Intro to Machine Learning 2

In this video, we cover Intro to Machine Learning 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 13:44

🔄 Previous: Intro to Machine Learning — https://www.youtube.com/watch?v=Ei43H7ffnrU
➡️ Next: End-to-End ML Project 1 — https://www.youtube.com/watch?v=RbDu69UlpB8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
RbDu69UlpB8,End-to-End ML Project 1,"📚 MLB09 — Python Machine Learning — End-to-End ML Project 1

In this video, we cover End-to-End ML Project 1 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 12:57

🔄 Previous: Intro to Machine Learning 2 — https://www.youtube.com/watch?v=MqWy0GjhC5M
➡️ Next: End-to-End ML Project 2 — https://www.youtube.com/watch?v=-WR9JHIIegA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
-WR9JHIIegA,End-to-End ML Project 2,"📚 MLB09 — Python Machine Learning — End-to-End ML Project 2

In this video, we cover End-to-End ML Project 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 20:06

🔄 Previous: End-to-End ML Project 1 — https://www.youtube.com/watch?v=RbDu69UlpB8
➡️ Next: End-to-End ML Project 3 — https://www.youtube.com/watch?v=FGolrRP0koU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
FGolrRP0koU,End-to-End ML Project 3,"📚 MLB09 — Python Machine Learning — End-to-End ML Project 3

In this video, we cover End-to-End ML Project 3 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:07

🔄 Previous: End-to-End ML Project 2 — https://www.youtube.com/watch?v=-WR9JHIIegA
➡️ Next: End-to-End ML Project 4 — https://www.youtube.com/watch?v=YWe4qiLyyI4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
YWe4qiLyyI4,End-to-End ML Project 4,"📚 MLB09 — Python Machine Learning — End-to-End ML Project 4

In this video, we cover End-to-End ML Project 4 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 19:02

🔄 Previous: End-to-End ML Project 3 — https://www.youtube.com/watch?v=FGolrRP0koU
➡️ Next: Linear Regression 1 — https://www.youtube.com/watch?v=brrCTXWlDUg

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
brrCTXWlDUg,Linear Regression 1,"📚 MLB09 — Python Machine Learning — Linear Regression 1

In this video, we cover Linear Regression 1 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 16:21

🔄 Previous: End-to-End ML Project 4 — https://www.youtube.com/watch?v=YWe4qiLyyI4
➡️ Next: Linear Regression 2 — https://www.youtube.com/watch?v=FgldTYNogew

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
FgldTYNogew,Linear Regression 2,"📚 MLB09 — Python Machine Learning — Linear Regression 2

In this video, we cover Linear Regression 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 14:23

🔄 Previous: Linear Regression 1 — https://www.youtube.com/watch?v=brrCTXWlDUg
➡️ Next: Polynomial Regression — https://www.youtube.com/watch?v=3rE3WRFwqcQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
3rE3WRFwqcQ,Polynomial Regression,"📚 MLB09 — Python Machine Learning — Polynomial Regression

In this video, we cover Polynomial Regression as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:20

🔄 Previous: Linear Regression 2 — https://www.youtube.com/watch?v=FgldTYNogew
➡️ Next: Regularized Linear Regression — https://www.youtube.com/watch?v=Bn_gOfFJs18

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Bn_gOfFJs18,Regularized Linear Regression,"📚 MLB09 — Python Machine Learning — Regularized Linear Regression

In this video, we cover Regularized Linear Regression as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:37

🔄 Previous: Polynomial Regression — https://www.youtube.com/watch?v=3rE3WRFwqcQ
➡️ Next: Applied Linear Regression — https://www.youtube.com/watch?v=yYqmVrnlCQg

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
yYqmVrnlCQg,Applied Linear Regression,"📚 MLB09 — Python Machine Learning — Applied Linear Regression

In this video, we cover Applied Linear Regression as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 18:54

🔄 Previous: Regularized Linear Regression — https://www.youtube.com/watch?v=Bn_gOfFJs18
➡️ Next: CO₂ Emission Prediction — https://www.youtube.com/watch?v=2owCjuRjvQ4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
2owCjuRjvQ4,CO₂ Emission Prediction,"📚 MLB09 — Python Machine Learning — CO₂ Emission Prediction

In this video, we cover CO₂ Emission Prediction as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 12:57

🔄 Previous: Applied Linear Regression — https://www.youtube.com/watch?v=yYqmVrnlCQg
➡️ Next: Logistic Regression 1 — https://www.youtube.com/watch?v=PqsmdfdSx60

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PqsmdfdSx60,Logistic Regression 1,"📚 MLB09 — Python Machine Learning — Logistic Regression 1

In this video, we cover Logistic Regression 1 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 11:15

🔄 Previous: CO₂ Emission Prediction — https://www.youtube.com/watch?v=2owCjuRjvQ4
➡️ Next: Logistic Regression 2 — https://www.youtube.com/watch?v=62GphY_fJmQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
62GphY_fJmQ,Logistic Regression 2,"📚 MLB09 — Python Machine Learning — Logistic Regression 2

In this video, we cover Logistic Regression 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:06

🔄 Previous: Logistic Regression 1 — https://www.youtube.com/watch?v=PqsmdfdSx60
➡️ Next: Applied Logistic Regression — https://www.youtube.com/watch?v=LbaGTeBCANI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
LbaGTeBCANI,Applied Logistic Regression,"📚 MLB09 — Python Machine Learning — Applied Logistic Regression

In this video, we cover Applied Logistic Regression as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:48

🔄 Previous: Logistic Regression 2 — https://www.youtube.com/watch?v=62GphY_fJmQ
➡️ Next: Multiclass Classification — https://www.youtube.com/watch?v=PrrJusjS7-k

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PrrJusjS7-k,Multiclass Classification,"📚 MLB09 — Python Machine Learning — Multiclass Classification

In this video, we cover Multiclass Classification as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 14:14

🔄 Previous: Applied Logistic Regression — https://www.youtube.com/watch?v=LbaGTeBCANI
➡️ Next: Regularization in Classification — https://www.youtube.com/watch?v=mfM2NbezqTE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
mfM2NbezqTE,Regularization in Classification,"📚 MLB09 — Python Machine Learning — Regularization in Classification

In this video, we cover Regularization in Classification as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:04

🔄 Previous: Multiclass Classification — https://www.youtube.com/watch?v=PrrJusjS7-k
➡️ Next: Classification Metrics — https://www.youtube.com/watch?v=VORWokCeg3o

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
VORWokCeg3o,Classification Metrics,"📚 MLB09 — Python Machine Learning — Classification Metrics

In this video, we cover Classification Metrics as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 22:08

🔄 Previous: Regularization in Classification — https://www.youtube.com/watch?v=mfM2NbezqTE
➡️ Next: Classification Metrics 2 — https://www.youtube.com/watch?v=aQPwuxfPOQU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
